   8.511718843749124, 0.4136849065650732E+01,-0.1686288202686580E-02,-0.8230857468966016E-01, 0.4136029785413691E+01, 0.4374831036525273E+01, 0.7460839393675399E-02, 0.7622416805997853E-01, 0.4374160553650625E+01, 0.9383108005368950E+00,-0.5774551190988819E-02, 0.6084406629681627E-02, 0.1528504684808141E-02
   8.544072476859174, 0.5102361238727445E+01,-0.4605719672195211E-01, 0.9190127506578792E-01, 0.5101325596316011E+01, 0.3441704598270075E+01, 0.4447130198283999E-01,-0.9367877067623313E-01, 0.3440141984259830E+01, 0.9382786988254295E+00, 0.1585894739112116E-02, 0.1777495610445212E-02, 0.2604896283333602E-02
   7.055762545930889, 0.3201089108200148E+01,-0.2193540742580929E+00, 0.1229905777173252E+00, 0.3191195438299885E+01, 0.3838724770711743E+01, 0.7864779412665353E-01,-0.4692174896138558E-01, 0.3837632144710927E+01, 0.9521240278513270E+00, 0.1406633229788018E+00,-0.7604320025924072E-01, 0.2483886154002590E-01
  11.210236838951696, 0.5826196028992974E+01,-0.7620417558881959E-01, 0.2487499253935272E-01, 0.5825644519322453E+01, 0.5384023172511074E+01, 0.7237579997601910E-01,-0.2072275324750387E-01, 0.5383496779241269E+01, 0.9382896964114238E+00, 0.3828375612800486E-02,-0.4152239291848853E-02, 0.1095540387973770E-02
   8.308032113750588, 0.3941033527985269E+01, 0.3789357439268967E-01,-0.4029348158932578E-01, 0.3940645317705517E+01, 0.4366790466931807E+01,-0.3190595196857181E-01, 0.5907320310397707E-01, 0.4366274279964529E+01, 0.9384797402158611E+00,-0.5987626631522983E-02,-0.1877971704077931E-01, 0.1112078542211847E-02
   8.744547185748058, 0.3889375676942573E+01, 0.4752516508211334E-01,-0.6960713993794936E-01, 0.3888462305338103E+01, 0.4658979276184161E+01,-0.3663082772962111E-02, 0.6244035717581752E-01, 0.4658559371567898E+01, 0.9393036203488503E+00,-0.4370863889186744E-01, 0.4551209384375518E-02, 0.2382424752056522E-02
   8.097708003954487, 0.4004450118495363E+01,-0.5796992550469836E-01,-0.7586987381034675E-01, 0.4003311596714869E+01, 0.4093232421731292E+01, 0.5438509216940253E-01, 0.7994287250631954E-01, 0.4092090272230883E+01, 0.9382905641913695E+00, 0.3584934069163173E-02,-0.4072866857511084E-02, 0.2299178486783404E-02
   8.127466797691225, 0.2352861721121542E+01, 0.4250432892021430E-01,-0.2196151674889797E+00, 0.2342204213521975E+01, 0.5773356717410199E+01,-0.5729330992405950E-01, 0.2080540116256245E+00, 0.5769322189845107E+01, 0.9385794191582093E+00, 0.1479831659702501E-01, 0.1152725735470697E-01, 0.1500005330026255E-01
   7.438555237765130, 0.3984180690230422E+01,-0.1778533328469895E-01,-0.7400924497143993E-01, 0.3983453504796172E+01, 0.3446299337703449E+01,-0.9293147737988967E-01, 0.1269884964055973E+00, 0.3442704827056352E+01, 0.9463472687943755E+00, 0.1107168106646064E+00,-0.5297925143418167E-01, 0.1239690591194798E-01
   7.215232524492636, 0.1039816523160664E+01,-0.1116116765575041E+00,-0.1551130878544777E+00, 0.1022106112083987E+01, 0.6162496345744801E+01, 0.1078653258697480E+00, 0.1014458521879956E+00, 0.6160717065468607E+01, 0.9401613617233142E+00, 0.4930325399103277E-02, 0.5531267258744862E-01, 0.2156686319330348E-01
   8.438653108638505, 0.1055404012604680E+01,-0.1337587816601523E-01, 0.1108294484135957E+00, 0.1049483343345156E+01, 0.7382238398761513E+01, 0.2685849945750086E-01,-0.1077922083653250E+00, 0.7381402507373569E+01, 0.9383990922152174E+00,-0.1348583629057558E-01,-0.3024337173622618E-02, 0.6883693952017822E-02
