# RBHG Variable-Width Bremsstrahlung Distribution
# SOURCE: ../../../../hdsim_cobrems/BGRate_51029.root : dRtdkH1
# GENERATED: 2025-11-17 12:55:25
#
# ENERGY_LIMITS (GeV):
# E_MIN_AVAILABLE 2.911326
# E_MAX_AVAILABLE 11.422492
# TOTAL_BINS 649
# TOTAL_COUNTS 11578062027.15
#
# WARNING: User-set E_LO must be >= E_MIN_AVAILABLE
# WARNING: User-set E_HI must be <= E_MAX_AVAILABLE
#
# Format: lowEdge(GeV)  highEdge(GeV)  counts
8.858714  8.859868  43442910.5839
8.859868  8.862301  43617066.5419
8.862301  8.867529  43796964.7930
8.867529  8.876329  43978470.4814
8.876329  8.882921  44089793.3798
8.882921  8.884539  43841186.3150
8.884539  8.885114  42414662.9300
8.885114  8.893884  38437565.1625
8.893884  8.903240  31187643.9300
8.903240  8.904764  22273166.8852
8.904764  8.922662  14838000.6243
8.922662  8.925012  10609959.5553
8.925012  8.945901  8958451.7399
8.945901  8.947646  8513953.5872
8.947646  8.967080  8436128.4373
8.967080  8.968570  8434463.2047
8.968570  8.985560  8444260.4206
8.985560  8.987736  8455867.7647
8.987736  9.007216  8468411.8319
9.007216  9.008892  8481787.1577
9.008892  9.028314  8495823.1457
9.028314  9.029885  8510391.9472
9.029885  9.047783  8525561.3990
9.047783  9.050017  8541600.7605
9.050017  9.068800  8558678.9431
9.068800  9.073827  8576521.8896
9.073827  9.088350  8594589.7687
9.088350  9.093435  8612601.9510
9.093435  9.107190  8630841.2101
9.107190  9.109413  8650194.8673
9.109413  9.129172  8671438.4474
9.129172  9.134176  8694101.6221
9.134176  9.148885  8716844.9390
9.148885  9.153296  8738870.4179
9.153296  9.166388  8760497.8032
9.166388  9.168401  8783090.9017
9.168401  9.187008  8808054.2928
9.187008  9.191698  8835227.8093
9.191698  9.207408  8863161.6165
9.207408  9.211760  8890693.4185
9.211760  9.225713  8917656.9290
9.225713  9.227784  8945094.4526
9.227784  9.245461  8974361.3145
9.245461  9.249360  9005292.8217
9.249360  9.264185  9036649.2100
9.264185  9.267955  9068129.5254
9.267955  9.282001  9100870.2008
9.282001  9.287494  9136252.9487
9.287494  9.306148  9173401.7172
9.306148  9.306637  9209388.8252
9.306637  9.321637  9243463.5214
9.321637  9.324884  9277365.9790
9.324884  9.338115  9312701.7119
9.338115  9.342886  9350892.8750
9.342886  9.360458  9391384.1023
9.360458  9.360970  9431403.5584
9.360970  9.376727  9470596.8973
9.376727  9.379834  9510702.0672
9.379834  9.394159  9552589.0174
9.394159  9.398674  9596975.7853
9.398674  9.415513  9642883.4233
9.415513  9.415943  9687922.5149
9.415943  9.433236  9732186.6913
9.433236  9.433632  9776627.3409
9.433632  9.450214  9821759.7465
9.450214  9.451308  9868610.8418
9.451308  9.468973  9917462.6235
9.468973  9.469450  9967510.2790
9.469450  9.487383  10018188.0782
9.487383  9.487779  10068331.7011
9.487779  9.503465  10117136.3512
9.503465  9.504490  10166148.7832
9.504490  9.520630  10216343.6468
9.520630  9.521072  10267800.2593
9.521072  9.538365  10321075.7722
9.538365  9.538749  10375390.7571
9.538749  9.555262  10430138.4880
9.555262  9.556356  10486250.1539
9.556356  9.573148  10543512.8255
9.573148  9.573613  10600640.4771
9.573613  9.589987  10657246.6782
9.589987  9.590347  10713000.0409
9.590347  9.605336  10767741.4123
9.605336  9.606337  10823843.1182
9.606337  9.622361  10882412.9587
9.622361  9.622838  10942665.3473
9.622838  9.639968  11005098.2953
9.639968  9.640363  11067977.2943
9.640363  9.656132  11129690.2392
9.656132  9.657167  11191763.8186
9.657167  9.672540  11253734.7905
9.672540  9.672982  11315111.3453
9.672982  9.688552  11376857.8120
9.688552  9.688890  11438596.9157
9.688890  9.703739  11500047.8298
9.703739  9.704786  11563534.0814
9.704786  9.720310  11629237.1889
9.720310  9.720775  11695297.5397
9.720775  9.736671  11762223.1525
9.736671  9.736997  11828725.4268
9.736997  9.751602  11893836.9539
9.751602  9.752789  11968645.6434
9.752789  9.776889  12068044.7992
9.776889  9.777541  12176629.4292
9.777541  9.802304  12288442.8247
9.802304  9.802944  12400688.4239
9.802944  9.825636  12509450.7351
9.825636  9.826882  12620896.5760
9.826882  9.851145  12738353.4236
9.851145  9.851785  12855377.2759
9.851785  9.873977  12967757.0158
9.873977  9.875187  13082858.2697
9.875187  9.898938  13204411.0117
9.898938  9.899555  13323496.0963
9.899555  9.918930  13430437.2215
9.918930  9.921304  13542193.9209
9.921304  9.942251  13663772.5733
9.942251  9.946370  13793272.1240
9.946370  9.965502  13917851.9843
9.965502  9.967666  14036369.9039
9.967666  9.988345  14162159.7930
9.988345  9.992244  14296510.1974
9.992244  10.011061  14425136.8524
10.011061  10.013027  14546991.7791
10.013027  10.033357  14676717.7070
10.033357  10.037058  14815882.0146
10.037058  10.055572  14948835.2524
10.055572  10.057364  15072269.8261
10.057364  10.077368  14447958.6118
10.077368  10.080848  8679042.8997
10.080848  10.099037  7921133.3891
10.099037  10.100666  7938942.3425
10.100666  10.120332  7961105.5798
10.120332  10.123614  7985463.2690
10.123614  10.141488  8008970.9153
10.141488  10.142955  8031814.6557
10.142955  10.167474  8061753.7786
10.167474  10.167823  8092097.4780
10.167823  10.191423  8122422.9823
10.191423  10.193238  8155393.9464
10.193238  10.218467  8191363.2290
10.218467  10.218816  8226627.1608
10.218816  10.241706  8259872.3388
10.241706  10.243475  8295784.0751
10.243475  10.267971  8334887.5202
10.267971  10.268320  8373016.1532
10.268320  10.290535  8408710.6738
10.290535  10.292258  8447206.2073
10.292258  10.316055  8489076.6627
10.316055  10.316404  8529730.2371
10.316404  10.337956  8567542.4078
10.337956  10.339644  8608296.8822
10.339644  10.362731  8652563.5365
10.362731  10.363092  8695407.4545
10.363092  10.383981  8735071.6069
10.383981  10.385633  8777804.2161
10.385633  10.408011  8824164.8073
10.408011  10.408349  8868877.3100
10.408349  10.428609  8910187.8051
10.428609  10.430203  8954698.0265
10.430203  10.451929  9003025.9581
10.451929  10.452278  9049627.8539
10.452278  10.471875  9092461.6574
10.471875  10.473434  9138597.4478
10.473434  10.494486  9188749.3034
10.494486  10.494823  9237030.1544
10.494823  10.513803  9281346.5009
10.513803  10.515339  9329142.4034
10.515339  10.535727  9381083.9183
10.535727  10.536076  9429679.4562
10.536076  10.554463  7404051.6420
10.554463  10.555941  7413323.4578
10.555941  10.575712  7425524.8088
10.575712  10.576050  7437439.9834
10.576050  10.593854  7448494.2773
10.593854  10.595297  7460540.2806
10.595297  10.614452  7473796.1454
10.614452  10.614801  7486682.8152
10.614801  10.632047  7498590.5873
10.632047  10.633443  7511502.1928
10.633443  10.651993  7525652.0480
10.651993  10.652330  7539369.6502
10.652330  10.669006  7551993.0509
10.669006  10.670309  7565610.4016
10.670309  10.698913  7588901.2291
10.698913  10.699751  7612622.6167
10.699751  10.725178  7634469.6840
10.725178  10.726912  7657769.7903
10.726912  10.754038  7683355.7832
10.754038  10.754852  7708990.5253
10.754852  10.778918  7732583.5534
10.778918  10.780570  7757790.8890
