# RBHG Variable-Width Bremsstrahlung Distribution
# SOURCE: ../../../../hdsim_cobrems/BGRate_30891.root : dRtdkH1
# GENERATED: 2025-11-17 12:59:52
#
# ENERGY_LIMITS (GeV):
# E_MIN_AVAILABLE 2.908069
# E_MAX_AVAILABLE 11.409712
# TOTAL_BINS 649
# TOTAL_COUNTS 13709111067.85
#
# WARNING: User-set E_LO must be >= E_MIN_AVAILABLE
# WARNING: User-set E_HI must be <= E_MAX_AVAILABLE
#
# Format: lowEdge(GeV)  highEdge(GeV)  counts
8.641272  8.650528  46687169.3805
8.650528  8.651790  46895719.6783
8.651790  8.654219  47109070.1270
8.654219  8.659766  47327701.9556
8.659766  8.668986  47550328.0727
8.668986  8.676584  47773513.3829
8.676584  8.678189  47994373.9044
8.678189  8.678409  48213087.5731
8.678409  8.687375  48431642.4851
8.687375  8.696543  48650595.6146
8.696543  8.698960  48868554.5673
8.698960  8.700564  49084742.6557
8.700564  8.705695  49300302.5405
8.705695  8.714829  49516632.9432
8.714829  8.718779  49734258.8343
8.718779  8.721092  49954267.0224
8.721092  8.723947  50178844.9493
8.723947  8.733048  50408388.5771
8.733048  8.742133  50639482.1770
8.742133  8.742259  50868476.4423
8.742259  8.744049  51096516.5406
8.744049  8.751202  51327980.4240
8.751202  8.760254  51563759.5239
8.760254  8.765031  51799459.8670
8.765031  8.766693  52031510.3517
8.766693  8.769290  52261700.1183
8.769290  8.778310  52493116.3020
8.778310  8.785454  52724455.1396
8.785454  8.787314  52951291.3505
8.787314  8.787686  53164470.7246
8.787686  8.796303  53316712.6181
8.796303  8.805276  53223525.1845
8.805276  8.807714  52392217.4013
8.807714  8.809400  49916200.8050
8.809400  8.814233  44808603.5149
8.814233  8.823175  36949693.7027
8.823175  8.829230  27815149.0403
8.829230  8.830857  19767207.5401
8.830857  8.832102  14366134.2133
8.832102  8.841014  11581140.1319
8.841014  8.849911  10464777.3221
8.849911  8.849956  10113264.1533
8.849956  8.852385  10027286.6013
8.852385  8.858793  10013770.4565
