# RBHG Variable-Width Bremsstrahlung Distribution
# SOURCE: ../../../../hdsim_cobrems/BGRate_30484.root : dRtdkH1
# GENERATED: 2025-11-17 13:00:46
#
# ENERGY_LIMITS (GeV):
# E_MIN_AVAILABLE 2.906318
# E_MAX_AVAILABLE 11.402841
# TOTAL_BINS 649
# TOTAL_COUNTS 9089591742.04
#
# WARNING: User-set E_LO must be >= E_MIN_AVAILABLE
# WARNING: User-set E_HI must be <= E_MAX_AVAILABLE
#
# Format: lowEdge(GeV)  highEdge(GeV)  counts
2.906318  2.931713  14615809.3036
2.931713  2.964322  15489774.5796
2.964322  2.989740  16313328.3348
2.989740  3.022430  17076759.1543
3.022430  3.047848  17771812.6612
3.047848  3.080457  18391924.6379
3.080457  3.105875  18932378.9600
3.105875  3.138658  19390384.4833
3.138658  3.164018  19765070.1433
3.164018  3.196789  20057402.4812
3.196789  3.222091  20270034.2193
3.222091  3.254956  20407096.0497
3.254956  3.280223  20473946.2515
3.280223  3.313017  20476894.0015
3.313017  3.338261  20422912.3094
3.338261  3.371219  20319355.4894
3.371219  3.396393  20173694.1772
3.396393  3.429431  19993278.3597
3.429431  3.454571  19785135.9765
3.454571  3.487644  19555811.6466
3.487644  3.512760  19311247.2049
3.512760  3.545892  19056703.1941
3.545892  3.570984  18796718.3806
3.570984  3.602420  18535102.8201
3.602420  3.626537  18274959.0014
3.626537  3.660726  18018725.1229
3.660726  3.684715  17768234.5270
3.684715  3.718973  17524785.6534
3.718973  3.742870  17289217.4648
3.742870  3.777058  17061986.0603
3.777058  3.800897  16843239.0245
3.800897  3.835306  16632884.8997
3.835306  3.859121  16430655.9552
3.859121  3.893472  16236163.1277
3.893472  3.917183  16048942.5969
3.917183  3.951825  15868493.9420
3.951825  3.975465  15694310.1923
3.975465  4.010142  15525900.3569
4.010142  4.033701  15362805.2031
4.033701  4.068459  15204607.1710
4.068459  4.091937  15050935.3659
4.091937  4.168598  14901466.5867
4.168598  4.192784  14755923.3192
4.192784  4.226671  14614069.5698
4.226671  4.250765  14475705.3342
4.250765  4.284791  14340660.3952
4.284791  4.308803  14208788.0311
4.308803  4.342957  14079959.0910
4.342957  4.366865  13954056.7691
4.366865  4.400415  13830972.2886
4.400415  4.423777  13710601.5928
4.423777  4.458581  13592843.0464
4.458581  4.481862  13477596.0712
4.481862  4.517224  13364760.5869
4.517224  4.540818  13254237.0922
4.540818  4.575228  13145927.2108
4.575228  4.598694  13039734.5283
4.598694  4.633196  12935565.5645
4.633196  4.656558  12833330.7536
4.656558  4.691212  12732945.3310
4.691212  4.714457  12634330.0617
4.714457  4.747972  12537411.7710
4.747972  4.770254  12442123.6637
4.770254  4.805837  12348405.4394
4.805837  4.828350  12256203.2225
4.828350  4.865769  12165469.3389
4.865769  4.887922  12076161.9713
4.887922  4.922657  11988244.7307
4.922657  4.944904  11901686.1763
4.944904  4.981044  11816459.3159
4.981044  5.004371  11732541.1090
5.004371  5.038723  11649911.9960
5.038723  5.059622  11568555.4629
5.059622  5.097876  11488457.6511
5.097876  5.120576  11409607.0129
5.120576  5.153870  11331994.0103
5.153870  5.175803  11255610.8493
5.175803  5.213919  11180451.2425
5.213919  5.235364  11106510.1898
5.235364  5.270645  11033783.7687
5.270645  5.292229  10962268.9310
5.292229  5.329066  10891963.3016
5.329066  5.351650  10822864.9854
5.351650  5.386687  10754972.3890
5.386687  5.406912  10688284.0712
5.406912  5.444679  10622798.6363
5.444679  5.465950  10558514.6882
5.465950  5.501985  10495430.8593
5.501985  5.523186  10433545.9246
5.523186  5.560953  10372859.0043
5.560953  5.580842  10313369.8503
5.580842  5.613602  10255079.2018
5.613602  5.635697  10197989.1890
5.635697  5.670978  10142103.7558
5.670978  5.692527  10087429.0720
5.692527  5.729911  10033973.9050
5.729911  5.750276  9981749.9272
5.750276  5.787194  9930771.9416
5.787194  5.808988  9881058.0193
5.808988  5.845361  9832629.5517
5.845361  5.866027  9785511.2285
5.866027  5.903550  9739730.9594
5.903550  5.923520  9695319.7613
5.923520  5.960764  9652311.6333
5.960764  5.982116  9610743.4388
5.982116  6.018129  9570654.8131
6.018129  6.038772  9532088.1072
6.038772  6.076957  9495088.3774
6.076957  6.096590  9459703.4228
6.096590  6.135565  9425983.8734
6.135565  6.155616  9393983.3249
6.155616  6.192872  9363758.5193
6.192872  6.212202  9335369.5655
6.212202  6.247251  9308880.1968
6.247251  6.273029  9284358.0619
6.273029  6.305835  9261875.0470
6.305835  6.332008  9241507.6296
6.332008  6.358890  9223337.2654
6.358890  6.391883  9207450.8133
6.391883  6.422447  9193941.0032
6.422447  6.446471  9182906.9529
6.446471  6.474630  9174454.7352
6.474630  6.508122  9168697.9915
6.508122  6.537141  9165758.5764
6.537141  6.561711  9165767.2034
6.561711  6.594669  9168864.0453
6.594669  6.619425  9175199.2219
6.619425  6.650012  9184933.0959
6.650012  6.681297  9198236.2895
6.681297  6.706541  9215289.3411
6.706541  6.738057  9236281.9498
6.738057  6.767065  9261411.7949
6.767065  6.795922  9290882.9849
6.795922  6.824139  9324904.2540
6.824139  6.854750  9363687.0894
6.854750  6.882271  9407444.0108
6.882271  6.911592  9456387.2208
6.911592  6.941239  9510727.7901
6.941239  6.969375  9570675.4332
6.969375  7.013067  9636438.7668
7.013067  7.037579  9708225.7511
7.037579  7.070060  9786243.8143
7.070060  7.094641  9870698.9740
7.094641  7.128772  9961793.1293
7.128772  7.151739  10059718.6239
7.151739  7.186392  10164649.1979
7.186392  7.210381  10276726.5768
7.210381  7.243385  10396042.2276
7.243385  7.267282  10522614.2676
7.267282  7.302121  10656360.1739
7.302121  7.324437  10797066.7956
7.324437  7.359625  10944360.1705
7.359625  7.383010  11097678.6552
7.383010  7.416653  11256253.6953
7.416653  7.439875  11419102.9222
7.439875  7.475458  11585039.9155
7.475458  7.497182  11752703.7209
7.497182  7.535262  11920609.0475
7.535262  7.556824  12087215.1947
7.556824  7.590188  12251008.6093
7.590188  7.612701  12410591.1741
7.612701  7.634379  12564764.5251
7.634379  7.649388  12712600.4112
7.649388  7.654778  12853488.5618
7.654778  7.663781  12987156.5497
7.663781  7.669834  13113660.1631
7.669834  7.682369  13233347.0334
7.682369  7.685273  13346799.8396
7.685273  7.697680  13454767.6469
7.697680  7.703488  13558094.4973
7.703488  7.713212  13657653.3283
7.713212  7.719648  13754291.0779
7.719648  7.732298  13848788.0742
7.732298  7.735052  13941832.1618
7.735052  7.746587  14034005.9791
7.746587  7.751896  14125784.6221
7.751896  7.760865  14217540.5928
7.760865  7.766975  14309553.1990
7.766975  7.779591  14402020.1483
7.779591  7.782495  14495069.6513
7.782495  7.794926  14588771.7513
7.794926  7.800606  14683147.7970
7.800606  7.810039  14778177.0848
7.810039  7.816173  14873799.9075
7.816173  7.828185  14969916.7294
7.828185  7.830857  15066384.0419
7.830857  7.842230  15163008.5417
7.842230  7.847493  15259542.3406
7.847493  7.856496  15355682.5793
7.856496  7.862653  15451078.6881
7.862653  7.875315  15545349.4118
7.875315  7.878185  15638109.6824
7.878185  7.890441  15729004.9063
7.890441  7.895947  15817747.9202
7.895947  7.904354  15904152.4650
7.904354  7.904950  15988157.0454
7.904950  7.910840  16069834.5759
7.910840  7.915245  16149385.8936
7.915245  7.925001  16227118.3292
7.925001  7.925129  16303413.2496
7.925129  7.926108  16378688.1380
7.926108  7.936945  16453359.0727
7.936945  7.944169  16527808.4975
7.944169  7.944309  16602361.4145
7.944309  7.947754  16677271.1812
7.947754  7.958537  16752714.4849
7.958537  7.964104  16828794.1125
7.964104  7.964882  16905547.8018
7.964882  7.969293  16982961.5157
7.969293  7.980022  17060985.5776
7.980022  7.985549  17139552.0348
7.985549  7.988000  17218591.3666
7.988000  7.990725  17298046.4302
7.990725  8.001402  17377881.6410
8.001402  8.006750  17458086.0042
8.006750  8.006878  17538669.7588
8.006878  8.012053  17619655.8071
8.012053  8.022677  17701068.3974
8.022677  8.026104  17782922.2635
8.026104  8.028183  17865215.3190
8.028183  8.033276  17947926.9890
8.033276  8.043849  18031022.5624
8.043849  8.048653  18114462.0603
8.048653  8.049094  18198210.6412
8.049094  8.054396  18282247.0365
8.054396  8.064918  18366567.1547
8.064918  8.068552  18451181.6298
8.068552  8.068634  18536108.1776
8.068634  8.075415  18621361.4519
8.075415  8.085886  18706944.0585
8.085886  8.088023  18792842.1876
8.088023  8.090474  18879028.0336
8.090474  8.096332  18965469.1537
8.096332  8.106754  19052142.6657
8.106754  8.109049  19139050.2644
8.109049  8.110014  19226228.9809
8.110014  8.117150  19313752.9045
8.117150  8.127522  19401723.0274
8.127522  8.128078  19490245.7377
8.128078  8.128113  19579404.4238
8.128113  8.137869  19669231.7489
8.137869  8.148192  19759691.1119
8.148192  8.148303  19850674.0540
8.148303  8.151393  19942016.4277
8.151393  8.158490  20033531.2273
8.158490  8.168765  20125051.3972
8.168765  8.170027  20216472.6941
8.170027  8.171421  20307785.5574
8.171421  8.179015  20399086.6167
8.179015  8.188010  20490565.2670
8.188010  8.188080  20582468.0334
8.188080  8.189241  20675051.1939
8.189241  8.199444  20768537.2307
8.199444  8.206923  20863090.3288
8.206923  8.209623  20958819.3588
8.209623  8.210454  21055805.2036
8.210454  8.219778  21154136.8783
8.219778  8.228844  21253932.9926
8.228844  8.229910  21355327.1134
8.229910  8.230854  21458410.1994
8.230854  8.240019  21563146.8530
8.240019  8.247919  21669303.1563
8.247919  8.250105  21776427.9427
8.250105  8.260167  21883909.6113
8.260167  8.266355  21991095.5094
8.266355  8.270166  22097430.9175
8.270166  8.270207  22202567.9166
8.270207  8.280224  22306412.9913
8.280224  8.286731  22409111.3458
8.286731  8.289113  22510986.7351
8.289113  8.290219  22612459.7079
8.290219  8.300191  22713960.1536
8.300191  8.305156  22815843.6343
8.305156  8.307932  22918322.0656
8.307932  8.310140  23021424.7756
8.310140  8.320068  23125005.8642
8.320068  8.327391  23228800.8451
8.327391  8.329250  23332514.5075
8.329250  8.329973  23435908.1698
8.329973  8.339856  23538859.7584
8.339856  8.345571  23641389.0442
8.345571  8.348313  23743655.0732
8.348313  8.349718  23845932.2376
8.349718  8.359558  23948562.6564
8.359558  8.362834  24051881.8956
8.362834  8.365797  24156130.1231
8.365797  8.369376  24261381.1683
8.369376  8.379173  24367526.5442
8.379173  8.384047  24474327.7360
8.384047  8.385952  24581510.9454
8.385952  8.388949  24688855.9389
8.388949  8.398703  24796244.0997
8.398703  8.402181  24903664.6669
8.402181  8.405573  25011199.3152
8.405573  8.408437  25118999.4836
8.408437  8.418149  25227252.5508
8.418149  8.420501  25336124.4706
8.420501  8.423975  25445679.9545
8.423975  8.427841  25555811.9285
8.427841  8.437512  25666233.5382
8.437512  8.441551  25776564.9157
8.441551  8.443445  25886484.7297
8.443445  8.447163  25995866.2525
8.447163  8.456793  26104829.7925
8.456793  8.457908  26213704.6140
8.457908  8.461590  26322945.7835
8.461590  8.466403  26433056.5949
8.466403  8.475415  26544529.0375
8.475415  8.475993  26657766.8008
8.475993  8.479608  26772954.4925
8.479608  8.485563  26889915.3776
8.485563  8.495113  27008083.7041
8.495113  8.498323  27126672.4122
8.498323  8.500066  27244947.3111
8.500066  8.504643  27362419.5673
8.504643  8.514154  27478869.6148
8.514154  8.516829  27594282.9276
8.516829  8.518595  27708810.3852
8.518595  8.523645  27822776.6805
8.523645  8.533117  27936688.9361
8.533117  8.533418  28051177.4803
8.533418  8.535486  28166817.5723
8.535486  8.542570  28283889.2420
8.542570  8.552003  28402270.3614
8.552003  8.552854  28521586.5962
8.552854  8.554503  28641462.7814
8.554503  8.561418  28761629.2834
8.561418  8.570814  28881893.7808
8.570814  8.571278  29002163.8404
8.571278  8.573160  29122516.0183
8.573160  8.580191  29243156.6400
8.580191  8.589006  29364315.3429
8.589006  8.589549  29486226.0670
8.589549  8.591213  29609095.4583
8.591213  8.598890  29732888.3302
8.598890  8.608211  29857170.3398
8.608211  8.608534  29981373.7095
8.608534  8.610149  30105271.6420
8.610149  8.617515  30229124.9666
8.617515  8.625774  30353528.2006
8.625774  8.626801  30479364.6104
8.626801  8.627400  30607726.5485
8.627400  8.636068  30739402.3280
8.636068  8.645318  30874411.6380
8.645318  8.646580  31012438.0408
8.646580  8.649008  31153638.9497
8.649008  8.654551  31298335.9777
8.654551  8.663766  31445678.1921
8.663766  8.671359  31593388.1632
8.671359  8.672963  31739553.1682
8.672963  8.673182  31884292.6360
8.673182  8.682143  32028927.2781
8.682143  8.691306  32173826.7083
8.691306  8.693721  32318065.6477
8.693721  8.695325  32461128.0165
8.695325  8.700452  32603772.4677
8.700452  8.709581  32746926.4836
8.709581  8.713528  32890935.3200
8.713528  8.715840  33036516.8248
8.715840  8.718694  33185122.1116
8.718694  8.727789  33337016.2958
8.727789  8.736869  33489934.8572
8.736869  8.736995  33641456.2202
8.736995  8.738784  33792339.5436
8.738784  8.745932  33945490.0946
8.745932  8.754978  34101500.3672
8.754978  8.759752  34257455.5759
8.759752  8.761414  34410986.9139
8.761414  8.764009  34563282.7753
8.764009  8.773024  34716392.7450
8.773024  8.780163  34869452.5034
8.780163  8.782022  35019534.0624
8.782022  8.782394  35160618.9414
8.782394  8.791006  35261568.5072
8.791006  8.799973  35200686.8439
8.799973  8.802410  34652689.7561
8.802410  8.804094  33018559.8295
8.804094  8.808925  29645649.1303
8.808925  8.817862  24454141.2368
8.817862  8.823913  18419278.0163
8.823913  8.825539  13102795.9890
8.825539  8.826784  9535859.3952
8.826784  8.835690  7697427.7764
8.835690  8.844582  6960887.4793
8.844582  8.844626  6729082.7171
8.844626  8.847054  6672378.3348
8.847054  8.853459  6663416.7053
8.853459  8.862321  6665029.1655
8.862321  8.867639  6668517.2244
8.867639  8.869254  6672171.5614
8.869254  8.871168  6675861.4829
8.871168  8.880002  6679724.6109
8.880002  8.887923  6683700.2361
8.887923  8.888820  6687645.9540
8.888820  8.889445  6691753.4093
8.889445  8.897625  6696591.1257
8.897625  8.907312  6702714.6528
8.907312  8.909658  6710382.2378
8.909658  8.930511  6719521.7815
8.930511  8.932253  6729775.0680
8.932253  8.951654  6740668.4250
8.951654  8.953141  6751882.2087
8.953141  8.970101  6763401.0606
8.970101  8.972274  6775427.0489
8.972274  8.991721  6788133.7116
8.991721  8.993393  6801505.1473
8.993393  9.012782  6815395.6965
9.012782  9.014351  6829694.2514
9.014351  9.032217  6844459.4151
9.032217  9.034448  6859905.1376
9.034448  9.053198  6876146.9288
9.053198  9.058216  6892946.1124
9.058216  9.072714  6909858.9025
9.072714  9.077791  6926660.4564
9.077791  9.091522  6943612.8520
9.091522  9.093741  6961442.9416
9.093741  9.113467  6980729.7225
9.113467  9.118462  7001086.7762
9.118462  9.133146  7021457.9694
9.133146  9.137549  7041191.0509
9.137549  9.150618  7060561.3118
9.150618  9.152628  7080669.4946
9.152628  9.171203  7102588.9630
9.171203  9.175885  7126202.8712
9.175885  9.191568  7150396.1092
9.191568  9.195913  7174225.8270
9.195913  9.209841  7197566.1409
9.209841  9.211909  7221228.9155
9.211909  9.229555  7246208.9074
9.229555  9.233447  7272406.8205
9.233447  9.248247  7298945.1068
9.248247  9.252011  7325604.5751
9.252011  9.266033  7353233.8789
9.266033  9.271516  7382782.1227
9.271516  9.290138  7413536.8182
9.290138  9.290626  7443408.7392
9.290626  9.305600  7471805.1396
9.305600  9.308842  7499963.5376
9.308842  9.322050  7529208.2336
9.322050  9.326813  7560562.9490
9.326813  9.344355  7593543.9719
9.344355  9.344866  7626231.0016
9.344866  9.360595  7658307.4382
9.360595  9.363697  7690969.3239
9.363697  9.377998  7724994.0762
9.377998  9.382505  7760877.0743
9.382505  9.399315  7797844.3961
9.399315  9.399745  7834224.7417
9.399745  9.417007  7869967.7359
9.417007  9.417402  7905755.1674
9.417402  9.433957  7942069.8392
9.433957  9.435049  7979656.6715
9.435049  9.452683  8018721.2578
9.452683  9.453159  8058708.7815
9.453159  9.471061  8099114.7213
9.471061  9.471456  8139065.0567
9.471456  9.487116  8178046.5972
9.487116  9.488138  8217116.4610
9.488138  9.504251  8257039.2374
9.504251  9.504693  8297968.2282
9.504693  9.521955  8340238.6858
9.521955  9.522339  8383319.5680
9.522339  9.538823  8426809.1632
9.538823  9.539915  8471301.5650
9.539915  9.556679  8516640.4001
9.556679  9.557143  8561914.0925
9.557143  9.573488  8606774.1146
9.573488  9.573849  8650954.9169
9.573849  9.588811  8694463.6654
9.588811  9.589810  8738992.1363
