# RBHG Variable-Width Bremsstrahlung Distribution
# SOURCE: ../../../../hdsim_cobrems/BGRate_42554.root : dRtdkH1
# GENERATED: 2025-11-17 12:52:01
#
# ENERGY_LIMITS (GeV):
# E_MIN_AVAILABLE 2.907168
# E_MAX_AVAILABLE 11.406178
# TOTAL_BINS 649
# TOTAL_COUNTS 6234637484.39
#
# WARNING: User-set E_LO must be >= E_MIN_AVAILABLE
# WARNING: User-set E_HI must be <= E_MAX_AVAILABLE
#
# Format: lowEdge(GeV)  highEdge(GeV)  counts
2.907168  2.932571  18734361.5543
2.932571  2.965189  19900452.3801
2.965189  2.990615  20996036.9652
2.990615  3.023314  22007297.5020
3.023314  3.048740  22922615.4437
3.048740  3.081358  23732918.2469
3.081358  3.106784  24431906.1973
3.106784  3.139576  25016150.7339
3.139576  3.164944  25485064.1666
3.164944  3.197725  25840748.8207
3.197725  3.223034  26087740.7659
3.223034  3.255908  26232668.8792
3.255908  3.281183  26283853.6754
3.281183  3.313987  26250871.9843
3.313987  3.339238  26144113.1808
3.339238  3.372205  25974350.5356
3.372205  3.397387  25752347.6868
3.397387  3.430435  25488515.7048
3.430435  3.455582  25192631.2017
3.455582  3.488665  24873620.8909
3.488665  3.513788  24539413.3217
3.513788  3.546930  24196854.5092
3.546930  3.572030  23851681.0492
3.572030  3.603474  23508542.1359
3.603474  3.627598  23171060.6852
3.627598  3.661797  22841923.4157
3.661797  3.685793  22522990.1097
3.685793  3.720062  22215413.1942
3.720062  3.743965  21919760.0598
3.743965  3.778164  21636132.0022
3.778164  3.802009  21364275.1792
3.802009  3.836429  21103680.4024
3.836429  3.860250  20853669.8595
3.860250  3.894612  20613469.9281
3.894612  3.918329  20382270.0909
3.918329  3.952981  20159268.5968
3.952981  3.976629  19943705.9520
3.976629  4.011316  19734887.6079
4.011316  4.034882  19532197.3622
4.034882  4.069650  19335103.0437
4.069650  4.093135  19143156.0388
4.093135  4.169818  18955986.1437
4.169818  4.194012  18773293.1272
4.194012  4.227908  18594836.2523
4.227908  4.252009  18420422.8514
4.252009  4.286045  18249896.8790
4.286045  4.310064  18083128.1780
4.310064  4.344228  17920003.0115
4.344228  4.368143  17760416.2174
4.368143  4.401703  17604265.1701
4.401703  4.425072  17451445.5683
4.425072  4.459886  17301848.9405
4.459886  4.483174  17155361.6517
4.483174  4.518546  17011865.1318
4.518546  4.542147  16871237.0128
4.542147  4.576567  16733352.8571
4.576567  4.600040  16598088.1893
4.600040  4.634553  16465320.5804
4.634553  4.657921  16334931.5896
4.657921  4.692585  16206808.4284
4.692585  4.715837  16080845.2602
4.715837  4.749362  15956944.1056
4.749362  4.771650  15835015.3535
4.771650  4.807243  15714977.9151
4.807243  4.829764  15596759.0702
4.829764  4.867193  15480294.0701
4.867193  4.889353  15365525.5602
4.889353  4.924098  15252402.8871
4.924098  4.946351  15140881.3461
4.946351  4.982502  15030921.4164
4.982502  5.005836  14922488.0244
5.005836  5.040197  14815549.8601
5.040197  5.061103  14710078.7657
5.061103  5.099369  14606049.2027
5.099369  5.122075  14503437.7945
5.122075  5.155379  14402222.9365
5.155379  5.177318  14302384.4573
5.177318  5.215445  14203903.3126
5.215445  5.236896  14106761.2930
5.236896  5.272187  14010940.7301
5.272187  5.293778  13916424.1868
5.293778  5.330626  13823194.1306
5.330626  5.353216  13731232.5923
5.353216  5.388263  13640520.8265
5.388263  5.408494  13551038.9943
5.408494  5.446272  13462765.9011
5.446272  5.467549  13375678.8171
5.467549  5.503596  13289753.4135
5.503596  5.524803  13204963.8348
5.524803  5.562581  13121282.9180
5.562581  5.582475  13038682.5524
5.582475  5.615245  12957134.1596
5.615245  5.637347  12876609.2549
5.637347  5.672638  12797080.0427
5.672638  5.694194  12718519.9918
5.694194  5.731588  12640904.3378
5.731588  5.751959  12564210.4699
5.751959  5.788888  12488418.1722
5.788888  5.810688  12413509.7066
5.810688  5.847072  12339469.7426
5.847072  5.867744  12266285.1543
5.867744  5.905278  12193944.7159
5.905278  5.925254  12122438.7323
5.925254  5.962509  12051758.6429
5.962509  5.983867  11981896.6329
5.983867  6.019890  11912845.2790
6.019890  6.040540  11844597.2514
6.040540  6.078736  11777145.0827
6.078736  6.098374  11710481.0106
6.098374  6.137361  11644596.8924
6.137361  6.157418  11579484.1847
6.157418  6.194684  11515133.9772
6.194684  6.214021  11451537.0632
6.214021  6.249079  11388684.0269
6.249079  6.274865  11326565.3276
6.274865  6.307681  11265171.3571
6.307681  6.333862  11204492.4555
6.333862  6.360751  11144518.8699
6.360751  6.393753  11085240.6546
6.393753  6.424327  11026647.5144
6.424327  6.448358  10968728.6038
6.448358  6.476525  10911472.2998
6.476525  6.510027  10854865.9731
6.510027  6.539055  10798895.7823
6.539055  6.563632  10743546.5215
6.563632  6.596599  10688801.5535
6.596599  6.621362  10634642.8639
6.621362  6.651959  10581051.2741
6.651959  6.683252  10528006.8496
6.683252  6.708503  10475489.5338
6.708503  6.740030  10423480.0165
6.740030  6.769046  10371960.8139
6.769046  6.797911  10320917.4955
6.797911  6.826137  10270339.9401
6.826137  6.856756  10220223.4637
6.856756  6.884285  10170569.6333
6.884285  6.913615  10121386.5905
6.913615  6.943270  10072688.7525
6.943270  6.971415  10024495.8413
6.971415  7.015119  9976831.3034
7.015119  7.039638  9929720.2927
7.039638  7.072129  9883187.4960
7.072129  7.096718  9837255.1357
7.096718  7.130858  9791941.5010
7.130858  7.153832  9747260.3140
7.153832  7.188496  9703221.1539
7.188496  7.212492  9659831.0457
7.212492  7.245505  9617097.1914
7.245505  7.269408  9575030.6891
7.269408  7.304258  9533650.9576
7.304258  7.326581  9492990.4639
7.326581  7.361779  9453099.2336
7.361779  7.385171  9414048.5294
7.385171  7.418824  9375933.0253
7.418824  7.442053  9338870.8171
7.442053  7.477646  9303000.7246
7.477646  7.499376  9268476.5892
7.499376  7.537468  9235458.6413
7.537468  7.559035  9204102.4672
7.559035  7.592409  9174546.5814
7.592409  7.614929  9146899.9853
7.614929  7.636613  9121231.2866
7.636613  7.651627  9097560.8736
7.651627  7.657019  9075857.2863
7.657019  7.666024  9056038.3317
7.666024  7.672079  9037976.7886
7.672079  7.684617  9021509.8620
7.684617  7.687522  9006451.0374
7.687522  7.699933  8992602.7396
7.699933  7.705743  8979768.2573
7.705743  7.715469  8967761.7093
7.715469  7.721907  8956415.3121
7.721907  7.734561  8945583.7286
7.734561  7.737316  8935145.7319
7.737316  7.748855  8925003.7272
7.748855  7.754165  8915081.8005
7.754165  7.763136  8905322.9475
7.763136  7.769248  8895686.0038
7.769248  7.781868  8886142.6390
7.781868  7.784773  8876674.6254
7.784773  7.797207  8867271.4921
7.797207  7.802889  8857928.6279
7.802889  7.812325  8848645.8837
7.812325  7.818461  8839426.7177
7.818461  7.830476  8830277.8962
7.830476  7.833149  8821209.6849
7.833149  7.844525  8812236.3614
